country,iso3,who_region,date,total_confirmed_cases,total_probable_cases,new_confirmed_cases,new_probable_cases,new_susp,new_suspdeath,total_susp,total_suspdeath,clade1,clade2,clade1a,clade1b,clade_status,disp_status,total_deaths,new_deaths
Gibraltar,GIB,European Region,31/08/2024,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gibraltar,GIB,European Region,30/09/2024,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gibraltar,GIB,European Region,31/10/2024,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gibraltar,GIB,European Region,30/11/2024,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gibraltar,GIB,European Region,31/12/2024,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,09/06/2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,10/06/2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,13/06/2022,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,14/06/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,23/06/2022,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,04/07/2022,6,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,06/07/2022,9,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,07/07/2022,11,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,10/07/2022,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,11/07/2022,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,12/07/2022,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,13/07/2022,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,14/07/2022,13,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,15/07/2022,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,18/07/2022,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,19/07/2022,18,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,20/07/2022,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,21/07/2022,19,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,22/07/2022,20,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,25/07/2022,21,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,26/07/2022,29,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,27/07/2022,29,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,28/07/2022,32,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,29/07/2022,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,01/08/2022,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,02/08/2022,33,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,03/08/2022,33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,04/08/2022,34,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,05/08/2022,39,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,08/08/2022,39,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,09/08/2022,41,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,10/08/2022,41,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,11/08/2022,41,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,12/08/2022,48,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,14/08/2022,49,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,16/08/2022,49,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,17/08/2022,49,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,18/08/2022,50,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,19/08/2022,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,22/08/2022,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,23/08/2022,52,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,24/08/2022,52,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,25/08/2022,54,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,26/08/2022,54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,29/08/2022,54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,30/08/2022,56,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/08/2022,56,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,01/09/2022,58,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,04/09/2022,58,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,06/09/2022,62,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,07/09/2022,62,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,08/09/2022,66,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,11/09/2022,66,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,13/09/2022,67,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,14/09/2022,67,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,15/09/2022,69,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,16/09/2022,69,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,19/09/2022,69,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,20/09/2022,69,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,21/09/2022,69,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,22/09/2022,72,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,23/09/2022,72,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,26/09/2022,74,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,27/09/2022,74,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,28/09/2022,80,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,29/09/2022,80,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,30/09/2022,80,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,03/10/2022,81,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,04/10/2022,82,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,05/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,06/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,07/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,10/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,11/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,12/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,13/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,14/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,17/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,19/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,20/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,21/10/2022,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,24/10/2022,84,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,25/10/2022,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,26/10/2022,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,27/10/2022,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,28/10/2022,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/10/2022,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,01/11/2022,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,04/11/2022,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,08/11/2022,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,13/11/2022,85,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,15/11/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,18/11/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,22/11/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,25/11/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,29/11/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,02/12/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,06/12/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,09/12/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,13/12/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,16/12/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,20/12/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,27/12/2022,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,03/01/2023,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,06/01/2023,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,10/01/2023,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,13/01/2023,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,17/01/2023,86,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,20/01/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,24/01/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,27/01/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/01/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,03/02/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,07/02/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,10/02/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,14/02/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,17/02/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,21/02/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,24/02/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,28/02/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,04/03/2023,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,07/03/2023,87,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,10/03/2023,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,14/03/2023,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,21/03/2023,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,28/03/2023,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,04/04/2023,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,11/04/2023,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,18/04/2023,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,24/04/2023,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,01/05/2023,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,03/05/2023,88,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,08/05/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,15/05/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,22/05/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,30/05/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,05/06/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,07/06/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,12/06/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,19/06/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,26/06/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,03/07/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,05/07/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,06/07/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,10/07/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,17/07/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,24/07/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/07/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,07/08/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,10/08/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,14/08/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,21/08/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,28/08/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,29/08/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,04/09/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,07/09/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,11/09/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,18/09/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,30/09/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,05/10/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/10/2023,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,30/11/2023,89,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/12/2023,89,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/01/2024,91,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,29/02/2024,91,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/03/2024,92,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,09/04/2024,92,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,30/04/2024,98,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/05/2024,99,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,16/06/2024,99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,30/06/2024,99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,09/07/2024,99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/07/2024,99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/08/2024,99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,30/09/2024,102,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/10/2024,102,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,30/11/2024,107,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greece,GRC,European Region,31/12/2024,129,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,10/08/2022,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,11/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,12/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,14/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,16/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,17/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,18/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,19/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,22/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,23/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,24/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,25/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,26/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,29/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,30/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,31/08/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,01/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,04/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,06/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,07/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,08/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,11/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,13/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,14/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,15/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,16/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,19/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,20/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,21/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,22/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,23/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,26/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,27/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,28/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,29/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,30/09/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,03/10/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,04/10/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,05/10/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,06/10/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,07/10/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,10/10/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greenland,GRL,European Region,11/10/2022,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
