"location","date","cum_confirmed_cases_orig_who","cum_suspected_cases_orig_who","new_confirmed_cases_orig_who","new_suspected_cases_orig_who","new_confirmed_cases_calc_who","cum_confirmed_cases_calc_who","new_suspected_cases_calc_who","cum_suspected_cases_calc_who","cum_confirmed_cases_barplot_who","all_new_confirmed_cases_who","all_cum_confirmed_cases_who","all_new_suspected_cases_who","all_cum_suspected_cases_who"
"Cambodia","2024-10-16",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-17",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-18",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-19",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-20",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-21",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-22",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-23",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-24",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-25",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-26",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-27",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-28",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-29",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-30",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-10-31",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-11-01",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-11-02",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-11-03",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cambodia","2024-11-04",NA,NA,NA,NA,0,12,0,0,12,0,12,0,0
"Cameroon","2024-01-01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-03",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-04",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-05",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-07",45,0,0,0,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-08",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-09",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-13",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"Cameroon","2024-01-14",47,0,2,0,2,2,0,0,2,2,2,0,0
"Cameroon","2024-01-15",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-16",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-17",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-18",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-19",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-20",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-21",47,0,0,0,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-22",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-23",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-24",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-25",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-26",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-27",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-28",47,0,0,0,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-29",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-30",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-01-31",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-01",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-02",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-03",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-04",47,0,0,0,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-05",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-06",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-07",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-08",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-09",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-10",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-11",47,0,0,0,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-12",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-13",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-14",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-15",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-16",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-17",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-18",47,0,0,0,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-19",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-20",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-21",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-22",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-23",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-24",NA,NA,NA,NA,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-25",47,0,0,0,0,2,0,0,2,0,2,0,0
"Cameroon","2024-02-26",NA,NA,NA,NA,0,2,0,0,2,1,3,0,0
"Cameroon","2024-02-27",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-02-28",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-02-29",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-01",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-02",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-03",47,0,0,0,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-04",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-05",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-06",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-07",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-08",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-09",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-10",47,0,0,0,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-11",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-12",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-13",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-14",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-15",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-16",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-17",47,0,0,0,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-18",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-19",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-20",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-21",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-22",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-23",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-24",47,0,0,0,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-25",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-26",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-27",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-28",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-29",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-30",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-03-31",47,0,0,0,0,2,0,0,2,0,3,0,0
"Cameroon","2024-04-01",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-04-02",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-04-03",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-04-04",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-04-05",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-04-06",NA,NA,NA,NA,0,2,0,0,2,0,3,0,0
"Cameroon","2024-04-07",48,0,1,0,1,3,0,0,3,0,3,0,0
"Cameroon","2024-04-08",NA,NA,NA,NA,0,3,0,0,3,0,3,0,0
"Cameroon","2024-04-09",NA,NA,NA,NA,0,3,0,0,3,1,4,0,0
"Cameroon","2024-04-10",NA,NA,NA,NA,0,3,0,0,3,0,4,0,0
"Cameroon","2024-04-11",NA,NA,NA,NA,0,3,0,0,3,0,4,0,0
"Cameroon","2024-04-12",NA,NA,NA,NA,0,3,0,0,3,0,4,0,0
"Cameroon","2024-04-13",NA,NA,NA,NA,0,3,0,0,3,1,5,0,0
"Cameroon","2024-04-14",50,0,2,0,2,5,0,0,5,0,5,0,0
"Cameroon","2024-04-15",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-16",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-17",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-18",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-19",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-20",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-21",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-22",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-23",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-24",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-25",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-26",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-27",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-28",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-29",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-04-30",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-01",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-02",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-03",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-04",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-05",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-06",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-07",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-08",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-09",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-10",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-11",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-12",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-13",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-14",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-15",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-16",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-17",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-18",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-19",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-20",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-21",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-22",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-23",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-24",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-25",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-26",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-27",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-28",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-29",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-30",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-05-31",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-01",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-02",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-03",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-04",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-05",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-06",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-07",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-08",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-09",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-10",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-11",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-12",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-13",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-14",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-15",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-16",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-17",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-18",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-19",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-20",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-21",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-22",NA,NA,NA,NA,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-23",50,0,0,0,0,5,0,0,5,0,5,0,0
"Cameroon","2024-06-24",NA,NA,NA,NA,0,5,0,0,5,1,6,0,0
"Cameroon","2024-06-25",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-06-26",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-06-27",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-06-28",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-06-29",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-06-30",50,0,0,0,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-01",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-02",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-03",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-04",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-05",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-06",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-07",50,0,0,0,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-08",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-09",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-10",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-11",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-12",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-13",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-14",50,0,0,0,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-15",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-16",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-17",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-18",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-19",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-20",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-21",50,0,0,0,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-22",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-23",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-24",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-25",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-26",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-27",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-28",50,0,0,0,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-29",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-30",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-07-31",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-01",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-02",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-03",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-04",50,0,0,0,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-05",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-06",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-07",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-08",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-09",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-10",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-11",50,0,0,0,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-12",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-13",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-14",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-15",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-16",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-17",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-18",50,0,0,0,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-19",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-20",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-21",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-22",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-23",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-24",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-25",50,0,0,0,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-26",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-27",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-28",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-29",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-30",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-08-31",NA,NA,NA,NA,0,5,0,0,5,0,6,0,0
"Cameroon","2024-09-01",51,0,1,0,1,6,0,0,6,0,6,0,0
"Cameroon","2024-09-02",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-03",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-04",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-05",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-06",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-07",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-08",51,0,0,0,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-09",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-10",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-11",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-12",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-13",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-14",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-15",51,0,0,0,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-16",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-17",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-18",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-19",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-20",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-21",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-22",51,0,0,0,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-23",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-24",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-25",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-26",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-27",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-28",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-29",51,0,0,0,0,6,0,0,6,0,6,0,0
"Cameroon","2024-09-30",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-01",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-02",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-03",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-04",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-05",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-06",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-07",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-08",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-09",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-10",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-11",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-12",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-13",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-14",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-15",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-16",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-17",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-18",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-19",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-20",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-21",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-22",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
"Cameroon","2024-10-23",NA,NA,NA,NA,0,6,0,0,6,0,6,0,0
